ID	PATTERN	PROFESSIONAL	CONSUMER	PROPENSITY_FACTOR
22254	also called	Personal grooming	titivating	0
23640	also called	Malpuech facial clefting syndrome	Malpuech syndrome	0
23682	also called	Pelargonium cucullatum	Wildemalva	0
23915	also called	Prenatal memory	fetal memory	0
24077	also called	Nasodigitoacoustic syndrome	Keipert syndrome	0
24137	also called	Holistic dentistry	alternative dentistry	0
24210	also called	Haesindang Park	Penis Park	0
24516	also called	Selenoplexia	selenoplegia	0
24811	also called	Compound spirit of ether	Hoffmanns anodyne	0
26253	also called	Isolated 17,20-lyase deficiency	isolated 17,20-desmolase deficiency	0
26268	also called	5α-Androstane-3β,17β-diol	3β-androstanediol	0
26319	also called	Irani Traditional Medicine	Tebb e Sonnati	0
26418	also called	Puberty blockers	puberty inhibitors	0
26726	also called	Reproductive coercion	coerced reproduction	0
26920	also called	Kohlschütter-Tönz syndrome	Amelo-cerebro-hypohidrotic syndrome	0
27550	also called	Urinal deodorizer blocks	urinal cakes	0
27895	also called	Philippine Physician Licensure Examination	Philippine Medical Boards	0
27944	also called	mesocortex	paralimbic cortex	0
28282	also called	Progressive spectacle lenses	progressive addition lenses (PAL)	0
28304	also called	MASA syndrome	CRASH syndrome	0
17511	also called as	(OA1)	Falls syndrome	0
401	also called	Plummer–Vinson syndrome	sideropenic dysphagia	0
2203	also called	Andersen–Tawil syndrome	Long QT syndrome 7	0
3351	also called	Septic drain fields	leach drains	0
3831	also called	Aerosinusitis	sinus squeeze	0
3832	also called	Aerosinusitis	sinus barotrauma	0
4430	also called	Saccharopinuria	saccharopine dehydrogenase deficiency	0
4431	also called	Saccharopinuria	alpha-aminoadipic semialdehyde synthase deficiency	0
5635	also called	Toilet papering	House Wrapping	0
5636	also called	Toilet papering	Yard Rolling	0
5954	also called	Walker–Warburg syndrome	Chemke syndrome	0
5955	also called	Walker–Warburg syndrome	HARD syndrome	0
6565	also called	XXXX syndrome	quadruple X	0
6566	also called	XXXX syndrome	48, XXXX	0
6569	also called	XXXXX syndrome	49,XXXXX	0
6960	also called	Simpson–Golabi–Behmel syndrome	Sara Agers syndrome	0
6961	also called	Simpson–Golabi–Behmel syndrome	Golabi–Rosen syndrome	0
6962	also called	Simpson–Golabi–Behmel syndrome	Simpson dysmorphia syndrome	0
7074	also called	Thyrotomy	median laryngotomy	0
7076	also called	Thyrotomy	thyrofissure	0
7300	also called	Hajdu–Cheney syndrome	arthrodentoosteodysplasia	0
7710	also called	Bryophyllum daigremontianum	Alligator Plant	0
7711	also called	Bryophyllum daigremontianum	Mexican Hat Plant	0
8214	also called	Vital heat	natural heat	0
8642	also called	Bromine monochloride	bromochloride	0
9565	also called	Sarcosinemia	SARDH deficiency	0
9689	also called	Anemic infarcts	pale infarcts	0
11292	also called	Mitochondrial neurogastrointestinal encephalopathy syndrome	POLIP syndrome	0
11972	also called	Pipecolic acidemia	hyperpipecolatemia	0
12039	also called	Xanthochromism	xanthism	0
12227	also called	Aldolase A deficiency	red cell aldolase deficiency	0
12666	also called	carbohydrate antigen 19-9	sialylated Lewis (a) antigen	0
13745	also called	Alocasia odora	giant upright elephant ear	0
14463	also called	Hypervalinemia	valine transaminase deficiency	0
14647	also called	Chloromethane	HCC 40	0
15574	also called	Conorenal syndrome	Saldino-Mainzer disease	0
15646	also called	Urocanic aciduria	urocanase deficiency	0
15851	also called	Carnosinemia	aminoacyl-histidine dipeptidase deficiency	0
17352	also called	Shoulder impingement syndrome	supraspinatus syndrome	0
17353	also called	Shoulder impingement syndrome	swimmers shoulder	0
17534	also called	Vargulin	Vargula Luciferin	0
18590	also called	pregnancy between species	xenopregnancy	0
18754	also called	Ear candling	thermal-auricular therapy	0
19211	also called	Sabinas brittle hair syndrome	brittle hair-mental deficit syndrome	0
20321	also called	Slow parenting	free range parenting	0
21412	also called	BDTH2	BDETH2	0
21828	also called	Neurofeedback (NFB)	neurobiofeedback	0
23641	also called	Malpuech facial clefting syndrome	Gypsy type facial clefting syndrome	0
23683	also called	Pelargonium cucullatum	Tree pelargonium	0
23684	also called	Pelargonium cucullatum	Hooded-leaf pelargonium	0
24138	also called	Holistic dentistry	unconventional dentistry	0
24139	also called	Holistic dentistry	biologic dentistry	0
24517	also called	Selenoplexia	selenoplege	0
24518	also called	Selenoplexia	moonstroke	0
24812	also called	Compound spirit of ether	aetheris spiritus compositus	0
26419	also called	Puberty blockers	puberty suppressors	0
26420	also called	Puberty blockers	hormone suppressors	0
27551	also called	Urinal deodorizer blocks	para blocks	0
27552	also called	Urinal deodorizer blocks	urinal mints	0
27553	also called	Urinal deodorizer blocks	urinal pucks	0
27554	also called	Urinal deodorizer blocks	urinal peons (pee-ons)	0
27555	also called	Urinal deodorizer blocks	urinal biscuits	0
27556	also called	Urinal deodorizer blocks	piss pucks	0
27557	also called	Urinal deodorizer blocks	polish mints	0
27558	also called	Urinal deodorizer blocks	urinal cookies	0
28283	also called	Progressive spectacle lenses	progressive power lenses	0
28284	also called	Progressive spectacle lenses	graduated prescription lenses	0
11	also known as	Highway hypnosis	white line fever	0
49	also known as	Common Water-plantain	Mad-dog weed	0
156	also known as	Charles Elmer Sawyer	Dr. C. E. Sawyer	0
217	also known as	Sweating sickness	English sweating sickness	0
368	also known as	Goodpasture’s syndrome	Goodpasture’s disease	0
475	also known as	Aqua Tofana	Acqua Toffana	0
597	also known as	Breast fetishism	mastofact	0
755	also known as	Wolf–Hirschhorn syndrome	chromosome deletion Dillan 4p syndrome	0
759	also known as	Isaac Israeli ben Solomon	Isaac Israeli the Elder	0
803	also known as	Lesch–Nyhan syndrome	Nyhans syndrome	0
868	also known as	Peutz–Jeghers syndrome	hereditary intestinal polyposis syndrome	0
956	also known as	Alveolar hydatid disease	alveolar echinococcosis	0
1012	also known as	Smelling salts	spirit of hartshorn	0
1196	also known as	Doctor Druid	Doctor Droom	0
1276	also known as	Goulards Extract	subacetate of lead	0
1281	also known as	Cannabivarin	cannabivarol	0
1742	also known as	Riggs disease	pyorrhea of a toothsocket	0
1789	also known as	Experimental pathology	investigative pathology	0
1819	also known as	Thaddeus Sobieski Constantine Lowe	Professor T. S. C. Lowe	0
2042	also known as	Rubinstein–Taybi syndrome	broad thumb-hallux syndrome	0
2246	also known as	Stephen Ellis Garrett	Static Major	0
2311	also known as	Rajendra Persaud	Raj Persaud	0
2396	also known as	Risk and Safety Statements	R/S statements	0
2466	also known as	Pregnancy fetishism	maiesiophilia	0
2515	also known as	Behentrimonium chloride	docosyltrimethylammonium chloride	0
2563	also known as	Brit shalom	brit bli milah	0
2963	also known as	Dysgenics	cacogenics	0
3142	also known as	Dielectric heating	electronic heating	0
3201	also known as	foetor hepaticus	breath of the dead	0
3343	also known as	Aziz al-Abub	Ibrahim al-Nadhir	0
3344	also known as	Councilman body	Councilman hyaline body	0
3366	also known as	Bael	Bengal quince	0
3372	also known as	Josemir W. Sander	Ley Sander	0
3530	also known as	Solanum wallacei	Wallaces nightshade	0
3542	also known as	Systemic primary carnitine deficiency (SPCD)	carnitine uptake defect	0
3719	also known as	Black cardamom	hill cardamom	0
3770	also known as	Swimmer’s itch	lake itch	0
3816	also known as	Saethre–Chotzen syndrome	Acrocephalosyndactyly type III	0
3949	also known as	The Longwood Medical and Academic Area	Longwood Medical Area	0
3959	also known as	NicoDerm	NicoDerm CQ	0
4067	also known as	Machado–Joseph disease	Machado–Joseph Azorean disease	0
4096	also known as	Sula Benet	Sara Benetowa	0
4393	also known as	sandbox tree	possumwood	0
4524	also known as	Diamond plate	checker plate	0
4594	also known as	Stanisława Walasiewicz	Stefania Walasiewicz	0
4779	also known as	Parkinson-plus syndromes	disorders of multiple system degeneration	0
4810	also known as	Ahmad Ahmadi	Pezeshk Ahmadi	0
4985	also known as	Purity rings	chastity rings	0
5227	also known as	Sleep temples	dream temples	0
5269	also known as	Kearns–Sayre syndrome	oculocraniosomatic disease	0
5317	also known as	Medical care ratio	medical cost ratio	0
5360	also known as	Diamond–Blackfan anemia	Blackfan–Diamond anemia	0
5503	also known as	Dian Cécht	Cainte	0
5624	also known as	xerodermia	xerosis cutis	0
5739	also known as	Segmented sleep	divided sleep	0
5764	also known as	Wolman Disease	Wolman’s Disease	0
5946	also known as	Cenani–Lenz syndactylism	Cenani–Lenz syndrome	0
6089	also known as	Costovertebral angle tenderness	Murphys punch sign	0
6186	also known as	Medical students disease	hypochondriasis of medical students	0
6261	also known as	Serket	Selket	0
6498	also known as	Trauma shears	tuff cuts	0
6508	also known as	Arcanum duplicatum	panacea duplicata	0
6615	also known as	Lábrea fever	Lábreas black fever	0
6677	also known as	White dog shaker syndrome	idiopathic steroid responsive shaker syndrome	0
7035	also known as	Alexander Graham Bell Association for the Deaf and Hard of Hearing	AG Bell	0
7056	also known as	Brain ischemia	cerebral ischemia	0
7116	also known as	Burning feet syndrome	Grierson-Gopalan syndrome	0
7370	also known as	Robert Fludd	Robertus de Fluctibus	0
7401	also known as	Progressive outer retinal necrosis	Varicella zoster virus retinitis	0
7532	also known as	Georg Joseph Kamel	Camellus	0
7648	also known as	Marcellus Empiricus	Marcellus Burdigalensis	0
7775	also known as	Accredited Standards Committee X12	ASC X12	0
7825	also known as	Virtual reality therapy	virtual reality immersion therapy	0
7865	also known as	Patricia Rashbrook	Patti Farrant	0
7900	also known as	Duck plague	duck viral enteritis	0
7935	also known as	Kasabach–Merritt syndrome	Hemangioma with thrombocytopenia	0
7942	also known as	Chlorbenside	chlorparaside	0
8074	also known as	Acheiropodia	Horn-Kolb Syndrome	0
8271	also known as	Salsa Massage	Cuban Massage	0
8624	also known as	Kell antigen system	Kell-Cellano system	0
8726	also known as	Breast ironing	breast flattening	0
8742	also known as	Elongated labia	Sinus pudoris	0
8790	also known as	Polypropylene breast implants	string breast implants	0
8859	also known as	Inocybe erubescens	I. patouillardii	0
8875	also known as	Dejerine–Sottas disease	Dejerine–Sottas syndrome	0
9113	also known as	Papillon–Lefèvre syndrome	palmoplantar keratoderma with periodontitis	0
9132	also known as	22q13 Deletion Syndrome	Phelan-McDermid Syndrome	0
9138	also known as	Foix–Chavany–Marie syndrome	bilateral anterior opercular syndrome	0
9225	also known as	Majewskis polydactyly syndrome	polydactyly with neonatal chondrodystrophy type I, short rib-polydactyly syndrome type II	0
9472	also known as	Erdheim–Chester disease	Erdheim–Chester syndrome	0
9560	also known as	O-Acetylpsilocin	Psilacetin	0
9881	also known as	Child and Youth Workers	Child Care Workers	0
9960	also known as	FRCVS	Alf Wight	0
10008	also known as	The (1st Middlesex) County Asylum at Hanwell	Hanwell Insane Asylum	0
10012	also known as	Lingshu Jing	Divine Pivot	0
10094	also known as	Barangay Health Volunteer	Barangay Health Worker	0
10098	also known as	vermilion grisette	pretty grisette	0
10220	also known as	Lingerie tape	cleavage tape	0
10239	also known as	Leonotis nepetifolia	klip dagga	0
10315	also known as	Aimee Semple McPherson	Sister Aimee	0
10361	also known as	Saint Louis University School of Law http://law.slu.edu/	SLU LAW	0
10576	also known as	Tricholoma sulphureum	sulphur knight	0
10889	also known as	Plica Syndrome	Synovial Plica Syndrome	0
10915	also known as	Killians dehiscence	Killians triangle	0
11147	also known as	Bronkie the Bronchiasaurus	Bronkie Health Hero	0
11174	also known as	Naegeli–Franceschetti–Jadassohn syndrome	chromatophore nevus of Naegeli	0
11219	also known as	Environmental Health Officers	Public Health Inspectors	0
11269	also known as	ATP-binding cassette sub-family B member 5	P-glycoprotein ABCB5	0
11279	also known as	Periorbital puffiness	puffy eyes	0
11310	also known as	Fetal trimethadione syndrome	paramethadione syndrome	0
11426	also known as	Delayed sleep-phase disorder	delayed sleep-phase syndrome	0
11691	also known as	Jacques Dubois	Jacobus Sylvius	0
11882	also known as	May–Hegglin anomaly	Dohle leukocyte inclusions with giant platelets	0
11908	also known as	The Association of Medical Superintendents of American Institutions for the Insane	The Superintendents Association	0
11935	also known as	Adonis annua	Pheasants-eye	0
12012	also known as	Emasithandane Childrens Project	Emasithandane	0
12044	also known as	Erigenia bulbosa	harbinger of spring	0
12235	also known as	Tactical ignoring	planned ignoring	0
12562	also known as	Graphomania	scribomania	0
12564	also known as	Rosselli-Gulienetti syndrome	Zlotogora-Ogur syndrome	0
12567	also known as	Zunich–Kaye syndrome	Zunich neuroectodermal syndrome	0
12569	also known as	Zori–Stalker–Williams syndrome	pectus excavatum, macrocephaly, short stature and dysplastic nails	0
12625	also known as	Mehmet Cengiz Öz	Dr. Oz	0
12686	also known as	Renal dysplasia-limb defects syndrome	Ulbright–Hodes syndrome	0
12688	also known as	Brown-Séquard syndrome	Brown-Séquards hemiplegia	0
12728	also known as	Rowan University School of Osteopathic Medicine	RowanSOM	0
12751	also known as	Balds Leechbook	Medicinale Anglicum	0
13083	also known as	The Ninth Configuration	Twinkle, Twinkle, "Killer" Kane	0
13226	also known as	Balanced ligamentous tension	balanced ligamentous tension release	0
13247	also known as	Porotic hyperostosis	osteoporosis symmetrica	0
13438	also known as	Louping-ill	Ovine Encephalomyelitis	0
13632	also known as	Biosimilars	follow-on biologics	0
13705	also known as	Rothmund–Thomson syndrome	poikiloderma atrophicans with cataract	0
13715	also known as	Instituto Português de Oncologia Francisco Gentil	Instituto Português de Oncologia	0
13729	also known as	Buschke–Ollendorff syndrome	Dermatofibrosis lenticularis disseminata	0
13794	also known as	Eye–hand coordination	hand–eye coordination	0
14053	also known as	Mental Illness Awareness Week (MIAW)	Mental Health Awareness Week	0
14232	also known as	Water Birch	Red Birch	0
14283	also known as	Accidental Death and Dismemberment	AD&D	0
14421	also known as	Illicium floridanum	purple anise	0
14466	also known as	Kininogen-1	alpha-2-thiol proteinase inhibitor	0
14610	also known as	Creighton University Medical Center	Creighton University Medical Center-Saint Joseph Hospital	0
14772	also known as	Tetrahydrocannabinol-C4	THC-C4	0
14785	also known as	Trophoblast glycoprotein	TPBG	0
14818	also known as	Carl Wilhelm Schmidt	Karl Schmidt	0
15080	also known as	Halsteds principles	Tenets of Halsted	0
15248	also known as	C. A. Mey.	tie bush	0
15292	also known as	Florid cutaneous papillomatosis	Schwartz-Burgess syndrome	0
15562	also known as	Anne G. Osborne	Anne Osborne Poelman	0
15563	also known as	Weill–Marchesani syndrome	Spherophakia-brachymorphia syndrome	0
15586	also known as	Fazal Inayat-Khan	Frank Kevlin	0
15687	also known as	Dr. Ephraim McDowell House	McDowell House	0
15821	also known as	Veterinary chiropractic	animal chiropractic	0
15992	also known as	11-nor-9-Carboxy-THC	11-nor-9-carboxy-delta-9-tetrahydrocannabinol	0
16153	also known as	Damage-associated molecular pattern molecules	danger-associated molecular pattern molecules	0
16390	also known as	Ebers Papyrus	Papyrus Ebers	0
16493	also known as	Canine Epileptoid Cramping Syndrome	Spikes Disease	0
16709	also known as	The Attic Expeditions	Horror in the Attic	0
16753	also known as	Nicholas of Poland	Nicholas of Montpellier	0
16815	also known as	Avoidant personality disorder	anxious personality disorder	0
16867	also known as	Nevins Farm and Equine Center	MSPCA at Nevins Farm	0
16902	also known as	László Harasztosi	Lazlo Hypnotist	0
16925	also known as	Audioanalgesia	audio-analgesia	0
16932	also known as	The Hospice of Baton Rouge	Hospice Foundation of Greater Baton Rouge	0
17333	also known as	Psilocybe caerulescens var. caerulescens	Landslide mushroom	0
17340	also known as	Procter & Gamble Company	P&G	0
17558	also known as	Actinidia polygama	Silver Vine	0
17631	also known as	Valentinus Lublinus	Walenty Lublin	0
17638	also known as	Schindler disease	Kanzaki disease	0
17646	also known as	Psilocybe cyanofibrillosa	Rhododendron Psilocybe	0
17706	also known as	Congenital Ichthyosiform Erythroderma	Nonbullous congenital ichthyosiform erythroderma	0
17744	also known as	Pigeon toe	metatarsus varus	0
17870	also known as	Red Cross of Cape Verde	RCCV	0
17909	also known as	Tropical ulcer	Aden ulcer	0
18114	also known as	3β-androsterone	3β-hydroxy-5α-androstan-17-one	0
18133	also known as	Hyodeoxycholic acid	3α,6α-Dihydroxy-5β-cholan-24-oic acid	0
18199	also known as	Skevos Georges Zervos	Skevos Zervos	0
18255	also known as	Orleans-Essex Visiting Nurses Association and Hospice	Orleans-Essex VNA	0
18515	also known as	Autologous Blood Injection	Autologous Conditioned Plasma (ACP) Injection	0
18693	also known as	Specific appetite	specific hunger	0
18713	also known as	Worth syndrome	benign form of Worth hyperostosis corticalis generalisata with torus platinus	0
18719	also known as	Bruns ataxia	Bruns gait apraxia	0
19057	also known as	Pashayan syndrome	Pashayan–Prozansky Syndrome	0
19191	also known as	Lev Lvovich Sedov	Leon Sedov	0
19194	also known as	Tension myositis syndrome	tension myoneural syndrome	0
19199	also known as	Har Gobind Khorana	Hargobind Khorana	0
19297	also known as	Critical Test Results Management (CTRM)	Critical Test Results Reporting	0
19453	also known as	Calisthenics	Australian calisthenics	0
19684	also known as	3DiTeams	3Di TEAMS	0
19880	also known as	Saint Blaise	Saint Blase	0
19973	also known as	Arylcyclohexylamines	arylcyclohexamines	0
20122	also known as	Potocki–Lupski syndrome (PTLS)	dup(17)p11.2p11.2 syndrome	0
20153	also known as	Potocki–Shaffer syndrome (PSS)	DEFECT11 syndrome	0
20184	also known as	Electro Physiological Feedback Xrroid	Quantum Xrroid Consciousness Interface	0
20309	also known as	Alastrim	variola minor	0
20358	also known as	1,5-Anhydroglucitol	1,5-AG	0
20406	also known as	L. Greenberg National Institute of Forensic Medicine	Abu Kabir Forensic Institute	0
20430	also known as	Tumpiliksye Dispensary	Hosea Dispensary	0
20528	also known as	Human papillomavirus (HPV)-positive oropharyngeal cancer (OPC)	HPV16+ oropharyngeal cancer	0
20973	also known as	Quokkapox virus	marsupial papillomavirus	0
21346	also known as	Mohammed Bello Abubakar	Mohammed Bello Masaba	0
21465	also known as	Day of Conception	Procreation Day	0
21662	also known as	Bundled payment	episode-based payment	0
22273	also known as	LSD-25	lysergide	0
22353	also known as	Animal lead poisoning	avian plumbism	0
22709	also known as	Medical Council of India Screening Test	Foreign Medical Graduates Examination	0
22734	also known as	Mary Fields	Stagecoach Mary	0
22800	also known as	nutrient enema	feeding per rectum	0
22874	also known as	The Fruit & Vegetable Prescription Program	FVRx	0
22936	also known as	Cow Parsnip	Indian Celery	0
23119	also known as	Halleria lucida	Tree Fuchsia	0
23295	also known as	Lattice corneal dystrophy type	Biber-Haab-Dimmer dystrophy	0
23338	also known as	Hyperphosphatasia with Mental retardation syndrome, HPMRS	Mabry syndrome	0
23389	also known as	Francisco Vallés	Divino Vallés	0
23417	also known as	Amsler sign	Amsler-Verrey sign	0
23437	also known as	1951 Pont-Saint-Esprit mass poisoning	Le Pain Maudit	0
23509	also known as	Uzi-Eli Hezi	The Etrog Man	0
23714	also known as	Project Nicaragua	Proyecto Nicaragua	0
23860	also known as	argument by example	argument from example	0
24102	also known as	Amsinckia calycina	hairy fiddleneck	0
24134	also known as	Partner-assisted reproduction	reception of oocyctes from partner	0
24326	also known as	benzoylethanamine	hagigat	0
24495	also known as	Carbophenothion	Stauffer R 1303	0
24570	also known as	USG Corporation	United States Gypsum Corporation	0
24897	also known as	Bovine parvovirus (BPV)	Haemadsorbing Enteric Virus	0
25014	also known as	Zack Peter	Zack Gonzalez	0
25015	also known as	Gay City Health Project	Gay City	0
25198	also known as	The 1976 Legionnaires Disease outbreak	Legion Fever	0
25252	also known as	Apicoaortic Conduit (AAC)	Aortic Valve Bypass (AVB)	0
25318	also known as	Assaf HaRofeh Medical Center	Assaf HaRofeh Hospital	0
25559	also known as	Act on Health Sector Database	Act on Health Sector Database, No. 139/1998	0
25673	also known as	Andrzej Karol Skarbek	Andrew Skarbek	0
25770	also known as	UV-B resistance 8	ultraviolet-B receptor UVR8	0
25810	also known as	Amanita pseudoporphyria	Hongos false death cap	0
25811	also known as	Tropical splenomegaly syndrome	hyperreactive malarial splenomegaly	0
26001	also known as	Anaphia	tactile anesthesia	0
26022	also known as	Asaph the Jew	Asaph ben Berechiah	0
26094	also known as	Ringtail	tail necrosis	0
26216	also known as	methitural sodium	methioturiate	0
26474	also known as	Colliers sign	Colliers tucked lid sign	0
26560	also known as	Antoine Vergote	Antoon Vergote	0
26632	also known as	Robert Brier	Mr. Mummy	0
26820	also known as	Transcendental Meditation in education	Consciousness-Based Education	0
26993	also known as	Waters view	Occipitomental view	0
27038	also known as	Chloroquine retinopathy	Bulls eye maculopathy	0
27050	also known as	Amanita volvata	Volvate Amanita	0
27051	also known as	Amanita subvaginata	Australian False Vaginata	0
27082	also known as	Woozle effect	evidence by citation	0
27166	also known as	High-definition liposuction	hi-definition liposuction	0
27179	also known as	Hair-grooming syncope	hair-combing syncope	0
27266	also known as	Melnick–Needles syndrome	Melnick–Needles osteodysplasty	0
27268	also known as	The Restroom Access Act	Allys Law	0
27394	also known as	Euphorbia damarana	Damara milk-bush	0
27433	also known as	Licentiate in Medicine and Surgery	Licentiate in Medical Practice	0
27541	also known as	Phemba	Yombe maternity figures	0
27631	also known as	St. Theresas Medical University of Yerevan	St. Theresa Charitable Sisters Medical Institute	0
27644	also known as	Sonosalpingography	Sion test	0
27744	also known as	Concepción García Campoy	Concha García Campoy	0
27814	also known as	Volkmanns contracture	Volkmanns ischaemic contracture	0
27850	also known as	Crazy Cat Lady Syndrome	Crazy Cat Person Syndrome	0
27922	also known as	Venom optimization hypothesis	venom metering	0
27932	also known as	Auto-brewery syndrome	gut fermentation syndrome	0
28249	also known as	Common Purslane	Verdolaga	0
5695	also known as	cutting	cutting	0
218	also known as	Sweating sickness	English sweate	0
233	also known as	strychnine tree	poison nut	0
234	also known as	strychnine tree	semen strychnos	0
235	also known as	strychnine tree	quaker buttons	0
369	also known as	Goodpasture’s syndrome	anti-glomerular basement antibody disease	0
476	also known as	Aqua Tofana	Aqua Tophana	0
477	also known as	Aqua Tofana	Aqua Tufania	0
598	also known as	Breast fetishism	breast partialism	0
599	also known as	Breast fetishism	mazophilia	0
804	also known as	Lesch–Nyhan syndrome	Kelley-Seegmiller syndrome	0
805	also known as	Lesch–Nyhan syndrome	juvenile gout	0
957	also known as	Alveolar hydatid disease	alveolar colloid of the liver	0
958	also known as	Alveolar hydatid disease	alveolococcosis	0
959	also known as	Alveolar hydatid disease	multilocular echinococcosis	0
1013	also known as	Smelling salts	sal volatile	0
1180	also known as	Potter Sequence	Potters Sequence	0
1181	also known as	Potter Sequence	Oligohydramnios sequence	0
1743	also known as	Riggs disease	gingivitis expulsiva	0
2043	also known as	Rubinstein–Taybi syndrome	Rubinstein syndrome	0
2076	also known as	Scotopic sensitivity syndrome	Asfedia	0
2397	also known as	Risk and Safety Statements	R/S numbers	0
2398	also known as	Risk and Safety Statements	R/S phrases	0
2399	also known as	Risk and Safety Statements	R/S sentences	0
2516	also known as	Behentrimonium chloride	BTAC-228	0
2564	also known as	Brit shalom	brit chayim	0
2565	also known as	Brit shalom	brit tikkun	0
2566	also known as	Brit shalom	brit ben	0
2567	also known as	Brit shalom	alternative brit	0
2831	also known as	Tay–Sachs disease	hexosaminidase A deficiency	0
3016	also known as	Devocalization	vocal cordectomy	0
3143	also known as	Dielectric heating	RF heating	0
3144	also known as	Dielectric heating	high-frequency heating	0
3369	also known as	Bael	stone apple	0
3370	also known as	Bael	wood apple	0
3531	also known as	Solanum wallacei	Catalina nightshade	0
3532	also known as	Solanum wallacei	Northern island nightshade	0
3533	also known as	Solanum wallacei	Wild Tomato	0
3720	also known as	Black cardamom	Bengal cardamom	0
3721	also known as	Black cardamom	greater cardamom	0
3722	also known as	Black cardamom	Indian cardamom	0
3723	also known as	Black cardamom	Nepal cardamom	0
3724	also known as	Black cardamom	winged cardamom	0
3725	also known as	Black cardamom	brown cardamom	0
3771	also known as	Swimmer’s itch	duck itch	0
3773	also known as	Swimmer’s itch	Schistosome cercarial dermatitis	0
4068	also known as	Machado–Joseph disease	Josephs disease	0
4394	also known as	sandbox tree	jabillo	0
4489	also known as	Accessory breasts	supernumerary breasts	0
4490	also known as	Accessory breasts	multiple breast syndrome	0
4491	also known as	Accessory breasts	mammae erraticae	0
4525	also known as	Diamond plate	tread plate	0
4526	also known as	Diamond plate	Durbar floor plate	0
4986	also known as	Purity rings	abstinence rings	0
5110	also known as	Ocular melanosis	melanosis oculi	0
5228	also known as	Sleep temples	Egyptian sleep temples	0
5270	also known as	Kearns–Sayre syndrome	Oculocraniosomatic neuromuscular disease with ragged red fibers	0
5319	also known as	Medical care ratio	medical benefit ratio	0
5361	also known as	Diamond–Blackfan anemia	Inherited erythroblastopenia	0
5519	also known as	Vaginal rings	V-Rings	0
5618	also known as	Ecological sanitation	eco-san	0
5740	also known as	Segmented sleep	bimodal sleep pattern	0
5741	also known as	Segmented sleep	bifurcated sleep	0
5765	also known as	Wolman Disease	early onset LAL Deficiency	0
5947	also known as	Cenani–Lenz syndactylism	Cenani–syndactylism	0
6188	also known as	Medical students disease	medical student disorder	0
6189	also known as	Medical students disease	medical school syndrome	0
6190	also known as	Medical students disease	third year syndrome	0
6191	also known as	Medical students disease	second year syndrome	0
6192	also known as	Medical students disease	interns syndrome	0
6262	also known as	Serket	Serqet	0
6263	also known as	Serket	Selcis	0
6616	also known as	Lábrea fever	Lábrea hepatitis	0
6678	also known as	White dog shaker syndrome	shaker dog syndrome	0
6679	also known as	White dog shaker syndrome	"little white  shakers" syndrome	0
7513	also known as	microcephalic primordial dwarfism	Harpers syndrome	0
7514	also known as	microcephalic primordial dwarfism	Virchow-Seckel dwarfism	0
7515	also known as	microcephalic primordial dwarfism	Bird-headed dwarf of Seckel	0
7632	also known as	2	2	0
7943	also known as	Chlorbenside	chlorsulfacide	0
8075	also known as	Acheiropodia	Acheiropody	0
8076	also known as	Acheiropodia	Aleijadinhos (Brazilian type)	0
8091	also known as	Neurolemma	sheath of Schwann (Schwanns Sheath)	0
8708	also known as	Stomatitis nicotina	nicotine palatinus	0
8709	also known as	Stomatitis nicotina	stomatitis palatini	0
8710	also known as	Stomatitis nicotina	leukokeratosis nicotina palate	0
8711	also known as	Stomatitis nicotina	palatal leukokeratosis	0
8714	also known as	Stomatitis nicotina	smokers patches	0
8743	also known as	Elongated labia	macronympha	0
8876	also known as	Dejerine–Sottas disease	Dejerine–Sottas neuropathy	0
8877	also known as	Dejerine–Sottas disease	progressive hypertrophic interstitial polyneuropathy of childhood	0
8878	also known as	Dejerine–Sottas disease	onion bulb neuropathy	0
9226	also known as	Majewskis polydactyly syndrome	short rib-polydactyly syndrome	0
9315	also known as	Life extension science	indefinite life extension	0
9317	also known as	Life extension science	biomedical gerontology	0
9473	also known as	Erdheim–Chester disease	polyostotic sclerosing histiocytosis	0
9561	also known as	O-Acetylpsilocin	4-Acetoxy-DMT	0
9562	also known as	O-Acetylpsilocin	4-AcO-DMT	0
9629	also known as	Adducted thumb syndrome recessive form	Craniostenosis arthrogryposis cleft palate	0
9765	also known as	Axenfeld syndrome	Hagedoom syndrome	0
9882	also known as	Child and Youth Workers	Child and Youth Counsellors	0
9883	also known as	Child and Youth Workers	Child and Youth Care Workers	0
10009	also known as	The (1st Middlesex) County Asylum at Hanwell	Hanwell Pauper and Lunatic Asylum	0
10013	also known as	Lingshu Jing	Spiritual Pivot	0
10014	also known as	Lingshu Jing	Numinous Pivot	0
10046	also known as	Claude Alexander Conlin	Alexander the Crystal Seer	0
10047	also known as	Claude Alexander Conlin	Alexander the Man Who Knows	0
10099	also known as	vermilion grisette	vermilion Amanita	0
10221	also known as	Lingerie tape	fashion tape	0
10222	also known as	Lingerie tape	tit tape	0
10240	also known as	Leonotis nepetifolia	lions ear	0
10577	also known as	Tricholoma sulphureum	gas agaric	0
11311	also known as	Fetal trimethadione syndrome	German syndrome	0
11312	also known as	Fetal trimethadione syndrome	tridione syndrome	0
11352	also known as	Gamekeepers thumb	UCL tear	0
11678	also known as	Oxycephaly	hypsicephaly	0
11679	also known as	Oxycephaly	oxycephalia	0
11680	also known as	Oxycephaly	steeple head	0
